TF_PROT	BS_RNA	Type	22909821
STAT1	TIMP1	Unknown	16628196
STAT1	TLR3	Activation	23271704
STAT1	TNFSF13B	Unknown	14602726
STAT1	TP53	Activation	24655378
STAT1	TP53	Unknown	20544543
STAT1	UPP1	Activation	12425940
STAT1	VIP	Unknown	18035482
STAT1	XAF1	Unknown	17167270
STAT2	CCL2	Unknown	19351818;20403236
STAT2	IFIT3	Unknown	15827155
STAT2	IFNA1	Unknown	8647845
STAT2	IRF1	Activation	12586443
STAT2	NOS2	Activation	17062732
STAT2	PML	Unknown	12586443
STAT2	PTGS2	Activation	22426484
STAT2	RCAN1	Unknown	17998316
STAT2	SCARB1	Unknown	17998316
STAT2	SCARB2	Unknown	21498520
STAT2	STAT1	Unknown	11466367
STAT3	A2M	Unknown	19783654
STAT3	ABCA1	Unknown	22584896
STAT3	AKAP12	Activation	16007214
STAT3	AKT1	Unknown	23906537
STAT3	AR	Unknown	15184887;15805299;18839277;19926637;21435102;22504301
STAT3	BCL2	Activation	22313388
STAT3	BCL2	Repression	18320073;20043094;20446017;21172343;21344490;21385902
STAT3	BCL2	Unknown	11369651;15184887;15805299;16651438;17880940;20069389;21435102
STAT3	BCL2L1	Activation	20067773
STAT3	BCL2L1	Repression	15469392;16384639;18222423;18790750;20654581;21172343;21344490
STAT3	BCL2L1	Unknown	20228272;23716595
STAT3	BCL6	Activation	15184887;16651438;17880940;19284568;19880237
STAT3	BIRC5	Activation	15469392;20826784;21344490
STAT3	BIRC5	Unknown	19265112
STAT3	CCL11	Activation	20169197
STAT3	CCL11	Unknown	24429361
STAT3	CCL2	Activation	16651438;19880237;19926637;21435102;22218594
STAT3	CCND1	Activation	19880237;22313388
STAT3	CCND1	Repression	12147685;15469392;16384639;16510571;18184402;20332458;21172343;21344490
STAT3	CCND1	Unknown	12147685
STAT3	CCND2	Unknown	15184887
STAT3	CCND3	Activation	17699108
STAT3	CD46	Activation	18320073;22205702
STAT3	CDH1	Unknown	22218594
STAT3	CDK4	Activation	10023678;15286705
STAT3	CDKN1A	Activation	16923815;18320073;20654581
STAT3	CDKN1A	Unknown	18320073
STAT3	CDKN1B	Unknown	22169226
STAT3	CFB	Activation	18222423
STAT3	CFLAR	Unknown	21953450
STAT3	CHI3L1	Activation	14630083
STAT3	CISH	Activation	21689417
STAT3	COPS5	Unknown	12667216;20978825;23361365
STAT3	CRP	Activation	18292576
STAT3	CRP	Unknown	8621622
STAT3	CSRP1	Activation	18292576
STAT3	CSRP1	Unknown	21245987
STAT3	CTGF	Repression	17726017
STAT3	CXCL8	Unknown	15072557
STAT3	CYP19A1	Unknown	22401280
STAT3	CYR61	Unknown	23288901
STAT3	DDIT3	Repression	23604529
STAT3	DIRAS3	Unknown	16861352;21944426
STAT3	DNMT1	Activation	19887607;23604529
STAT3	DNMT1	Unknown	21590492;23504318
STAT3	EGFR	Activation	23991099
STAT3	EPAS1	Unknown	21546410
STAT3	ESR2	Activation	15229229
STAT3	ETV6	Activation	23504318
STAT3	F2R	Activation	12556536
STAT3	FAAH	Activation	15223310
STAT3	FAS	Activation	16651438;22313388
STAT3	FAS	Repression	14673954
STAT3	FGF1	Repression	21418908;23086340
STAT3	FGF2	Activation	16540670
STAT3	FGF2	Unknown	11460505
STAT3	FGG	Activation	19304666
STAT3	FGL1	Unknown	16418395
STAT3	FLT3	Activation	12600988;14737107;17204573
STAT3	FOS	Activation	20568281
STAT3	GAST	Activation	20949125
STAT3	GAST	Unknown	21833841
STAT3	GFAP	Activation	11740937
STAT3	GFAP	Unknown	23056300
STAT3	GREB1	Unknown	18671304
STAT3	HAMP	Activation	16835372
STAT3	HAMP	Unknown	12168776
STAT3	HGF	Activation	23954444
STAT3	HGF	Unknown	17597020;18644974;19265129
STAT3	HIF1A	Activation	23991099
STAT3	HIF1A	Unknown	19129475
STAT3	HMOX1	Activation	17645497
STAT3	HP	Unknown	19754877
STAT3	HSPA4	Activation	14715258
STAT3	HSPB1	Activation	23690481;8675499
STAT3	ICAM1	Unknown	18550668
STAT3	IFNAR1	Activation	18616672
STAT3	IFNG	Repression	22330135
STAT3	IKBKE	Activation	12817009;18765795
STAT3	IL10	Activation	10903771;15034082;17404037;18403020;19124156
STAT3	IL10	Unknown	23224145
STAT3	IL11	Unknown	20032313
STAT3	IL1RN	Activation	18550668
STAT3	IL2	Activation	18209077
STAT3	IL21	Activation	10068671;11368440;24159173
STAT3	IL2RA	Unknown	10391682;18765795;20930550;22547075;22927445
STAT3	IL6	Activation	18616672
STAT3	IL6	Repression	22105366;22363173
STAT3	IL6	Unknown	8647845
STAT3	IRF1	Activation	10068671
STAT3	IRF1	Unknown	17151100
STAT3	JAK2	Activation	19783654
STAT3	JAK2	Unknown	17204573
STAT3	JUNB	Activation	18505768
STAT3	KLF11	Activation	21796151
STAT3	KRT17	Activation	12032172
STAT3	LCAT	Unknown	18242580;19492417
STAT3	LEP	Activation	18594176
STAT3	LGALS3BP	Repression	22814105
STAT3	LTBP1	Repression	15184887;15805299;16432172;17880940;19523441
STAT3	MCL1	Activation	22313388
STAT3	MCL1	Repression	15469392;16317687;18790750;19595668;20654581;22465052
STAT3	MCL1	Unknown	20804538
STAT3	MDC1	Unknown	21257710;23686482
STAT3	MICA	Repression	16205632;17460772;21410405
STAT3	MMP1	Unknown	16205632
STAT3	MMP10	Unknown	14673954
STAT3	MMP14	Unknown	17533737;19284568;20069389
STAT3	MMP2	Activation	17533737
STAT3	MMP2	Repression	16540670
STAT3	MMP2	Unknown	17460772;23967200
STAT3	MMP3	Unknown	18411043
STAT3	MMP7	Activation	20939893
STAT3	MMP7	Repression	20067773
STAT3	MMP9	Repression	17151127;19578748;21325207
STAT3	MUC1	Activation	18573283
STAT3	MUC4	Activation	15485908
STAT3	MUC4	Unknown	15485908
STAT3	MUC5B	Unknown	15184887;17204573;19259613
STAT3	MYC	Activation	20067773;22317895
STAT3	MYC	Repression	10464281;15469392;18184402;20654581
STAT3	MYC	Unknown	12244150
STAT3	MYD88	Unknown	21689689
STAT3	NANOG	Activation	15764709
STAT3	NLK	Unknown	23583378
STAT3	NME1	Activation	19834108
STAT3	NOX1	Unknown	19834108
STAT3	NOX4	Unknown	22348975
STAT3	NOX5	Activation	15764709
STAT3	NR2C2	Unknown	18550668
STAT3	OAS1	Repression	15448191
STAT3	OPRM1	Activation	10391682
STAT3	OSM	Activation	19074888
STAT3	PAX3	Repression	23042533
STAT3	PGF	Repression	17324931
STAT3	PHB	Unknown	14630083
STAT3	PIAS3	Activation	22273698
STAT3	PIM1	Activation	10068671
STAT3	PIM1	Unknown	23172665
STAT3	POU2F1	Unknown	24242046
STAT3	PPARA	Activation	1702555
STAT3	PRDM1	Activation	12953803
STAT3	PRDM1	Unknown	16840717
STAT3	PROS1	Unknown	24627483
STAT3	PSMB5	Activation	22055460
STAT3	PTEN	Activation	20145033
STAT3	PTGS2	Activation	21172343
STAT3	PTGS2	Unknown	24191246
STAT3	PTPN13	Activation	14630083;16825495;21792937
STAT3	PTPN6	Repression	15870198
STAT3	PTPN6	Unknown	20686606
STAT3	ROR1	Unknown	24376686
STAT3	S100A11	Activation	21102457
STAT3	S1PR1	Activation	16236134;23391827
STAT3	SAA1	Unknown	19151334
STAT3	SALL4	Activation	22554932
STAT3	SHH	Activation	14630083;20003295;20357037
STAT3	SOCS1	Activation	11788008;15184887;19332118;20357037;22179221
STAT3	SOCS3	Activation	23335796
STAT3	SOCS3	Unknown	22693070
STAT3	STAT1	Activation	24913037
STAT3	STK11	Unknown	21331591
STAT3	STS	Activation	20171193;23158658
STAT3	TERT	Activation	16474852
STAT3	TGFB1	Activation	15161657
STAT3	TIMP1	Activation	11918744;15920698
STAT3	TIMP1	Unknown	19351839
STAT3	TNFRSF10B	Repression	20043094
STAT3	TP53	Unknown	18198175
STAT3	TP63	Activation	11134186
STAT3	TRH	Unknown	17909010
STAT3	TWIST1	Unknown	23623921
STAT3	TWIST1	Activation	17909010
STAT3	TWIST1	Unknown	17909010
STAT3	TWIST2	Unknown	18550668
STAT3	TYK2	Repression	21344490
STAT3	UCP2	Repression	22750444
STAT3	USP7	Repression	23424038
STAT3	VDR	Repression	23104276
STAT3	VEGFA	Unknown	11960372;15735682;17169602;17533737;19284568;19880237;21278793;21418908
STAT3	VEGFA	Activation	17533737;19880237;22313388
STAT3	VEGFA	Repression	12824281;16540670;16899623;17937859;18184402;18320073;19020709;20043094;21172343;21344490;21731766;25101566
STAT3	VEGFA	Unknown	16899623;21731766
STAT3	VEGFB	Unknown	21606497
STAT3	ZFP36	Activation	9558063;9642277
STAT4	IFNG	Unknown	10068671
STAT4	IL2RA	Unknown	10068671;10358173
STAT4	IRF1	Unknown	10702306
STAT4	MYC	Activation	19834108
STAT4	NOX1	Unknown	19834108
STAT4	NOX4	Unknown	10068671
STAT4	PIM1	Unknown	12372421
STAT4	PRF1	Activation	22740693
STAT4	S100A4	Activation	14559241
STAT4	SOCS3	Repression	19923468
STAT4	TBX21	Unknown	23716595
STAT5	BCL6	Repression	11756417
STAT5A	BCL2L1	Unknown	16819511
STAT5A	BCL6	Repression	14645506
STAT5A	CCND1	Unknown	22723377
STAT5A	CCND2	Repression	22723377
STAT5A	CDKN2B	Repression	9841868
STAT5A	CEL	Unknown	15746097;16832345
STAT5A	CSN2	Unknown	11731618
STAT5A	ESR1	Unknown	24535227
STAT5A	HRH1	Unknown	15528362
STAT5A	IFNG	Activation	17922009
STAT5A	SP1	Unknown	24913037
STAT5A	STK11	Unknown	22723377
STAT5A	SUMO1	Repression	20585448
STAT5B	BCL2L1	Activation	16819511
STAT5B	BCL6	Repression	14645506
STAT5B	CCND1	Unknown	9841868
STAT5B	CEL	Unknown	11731618
STAT5B	ESR1	Unknown	11731618
STAT5B	ESR2	Unknown	15528362
STAT5B	IFNG	Unknown	22419735
STAT5B	IGF1	Activation	15037199
STAT6	ADRA2B	Unknown	10657944
STAT6	ALOX12	Unknown	12517954
STAT6	ALOX15	Activation	10657944
STAT6	ALOX15	Unknown	17541284
STAT6	CCL11	Activation	20169197
STAT6	CCL11	Repression	10586089;14660485
STAT6	CCL11	Unknown	18191727
STAT6	CCL17	Activation	11544308;15589317
STAT6	CCL26	Activation	18342537
STAT6	CCL26	Unknown	11086058
STAT6	CD40	Unknown	18342537
STAT6	CISH	Unknown	18156315
STAT6	CNR1	Activation	14603527
STAT6	COL1A1	Activation	14603527
STAT6	COL1A2	Activation	16004996
STAT6	CXCL8	Unknown	20723539
STAT6	CYP2E1	Activation	16210619
STAT6	CYSLTR1	Unknown	18342537
STAT6	DUSP1	Unknown	18342537
STAT6	EGLN3	Unknown	9686563
STAT6	FCER2	Activation	11922943
STAT6	FOS	Activation	18342537
STAT6	FOS	Unknown	18342537
STAT6	FOSB	Unknown	15632317
STAT6	HSD3B2	Activation	12776189
STAT6	IL13	Unknown	8757327
STAT6	IL1R1	Activation	12082548;16647686;20214667
STAT6	IL4	Activation	12605697;12776189;14993689;19419769;20225206
STAT6	IL4	Unknown	10601358
STAT6	IRF4	Unknown	20652946
STAT6	ITGA2B	Unknown	20828825
STAT6	OPRM1	Unknown	23461825
STAT6	ORMDL3	Unknown	17237818
STAT6	PTGS2	Activation	19857574
STAT6	RHOA	Activation	9092569
STAT6	SELE	Repression	10364072
STAT6	SELP	Activation	18342537
STAT6	SIDT1	Unknown	24429829
STAT6	SLC26A4	Activation	15199062;18342537
STAT6	SOCS1	Unknown	19440213
STAT6	STAT1	Repression	16433852
STAT6	TLR4	Repression	9878621
SUGP1	IL1B	Activation	8649367
SUPT3H	NEDD4L	Activation	15225548
SUZ12	HOXA9	Unknown	23962719
SUZ12	IGF2	Unknown	23836662
SUZ12	SNAI2	Repression	23836662
SUZ12	TWIST1	Repression	20181722
TAF1	AR	Activation	17996705
TAF1	CDKN1A	Activation	22721266
TAF1	LRIG2	Unknown	14993269
TAF1	SRC	Unknown	16858867
TAF1	TBP	Unknown	16205117
TAF4	ATF7	Repression	17996705
TAF4	CDKN1A	Unknown	17996705
TAF5	CDKN1A	Unknown	9819382
TAL1	ALDH1A2	Activation	22792348
TAL1	ANGPT2	Unknown	14715640
TAL1	CD34	Repression	22982397
TAL1	EPOR	Unknown	21536859
TAL1	ERG	Activation	20140202
TAL1	KRT7	Unknown	22897851
TAL1	MYB	Activation	24334727
TAL1	MYCN	Activation	16778171
TAL1	NFKB1	Repression	19587703
TAL1	TERT	Unknown	23572552
TBC1D22A	ACBD3	Unknown	20493879
TBL1X	MYC	Unknown	8015372
TBP	APP	Unknown	11313951
TBP	BCL2	Repression	15705059
TBP	BDKRB1	Unknown	17098936
TBP	CCNB1	Unknown	17996705
TBP	CDKN1A	Unknown	18684932
TBP	CRP	Unknown	9400991
TBP	E2F1	Unknown	15767669
TBP	FOS	Activation	19841068
TBP	FUS	Repression	11058964
TBP	IGFBP4	Unknown	9209275
TBP	IL6	Repression	23494474
TBP	LIN28B	Activation	7880838;9797456
TBP	MYC	Unknown	15767669
TBP	NF1	Repression	7958954
TBP	PPBP	Unknown	15767669
TBPL1	NF1	Activation	19165920
TBR1	RELN	Unknown	20624445
TBX2	CDKN1A	Repression	15300007;20624445
TBX2	CDKN2A	Repression	22303449
TBX20	FGF10	Unknown	14500650
TBX21	CCR4	Repression	22446378
TBX21	CHST4	Activation	14500650;21540308
TBX21	CXCR3	Activation	17075044
TBX21	FUT7	Unknown	17075044
TBX21	GATA3	Unknown	17541280;19348920;20977921;21540308
TBX21	IFNG	Activation	12938094;16498264;16737784;17705132;19879772;20056084;21507199;22521571;24752800
TBX21	IFNG	Unknown	21507199
TBX21	IL10	Unknown	18504404;19348920
TBX21	IL13	Repression	17541280;18504404;19348920
TBX21	IL4	Repression	22521571
TBX21	IL4	Unknown	21930963
TBX21	NELFCD	Unknown	14500650
TBX21	PTGDR2	Repression	21272048
TBX21	YY1	Unknown	20624445
TBX3	CDKN1A	Repression	15300007;20624445
TBX3	CDKN2A	Repression	20802524
TBX5	CDKN2A	Activation	18451335
TBX5	GJA5	Activation	23139255
TBX5	ITGA9	Unknown	15735645
TBX5	MYH6	Unknown	14573514;18451335
TBX5	NPPA	Activation	22130667
TCF12	CDH1	Repression	15051733
TCF19	CCNE1	Repression	18203819
TCF3	AICDA	Unknown	23684607
TCF3	BBC3	Repression	9030974
TCF3	BTS1	Unknown	17486074
TCF3	CD4	Unknown	20053763
TCF3	CDH1	Repression	21788410
TCF3	CDK6	Repression	15856770;23684607
TCF3	CDKN1A	Activation	19125693
TCF3	CDKN1A	Unknown	11739509
TCF3	CR2	Activation	19698732
TCF3	EXO1	Repression	19231596
TCF3	IL5RA	Unknown	10567574;9665477
TCF3	INS	Unknown	22384858
TCF3	MYC	Activation	21788410
TCF3	MYC	Repression	21725619
TCF3	POU5F1	Repression	21655267
TCF3	RAG1	Unknown	20459685
TCF4	ABCB1	Activation	23671559
TCF4	BCL2	Unknown	19131553;19662654;19778454
TCF4	BIRC5	Unknown	20459685
TCF4	CCND1	Activation	19662654;19778454
TCF4	CCND1	Unknown	16311123
TCF4	CD44	Unknown	20483924
TCF4	CLEC4C	Activation	22777675
TCF4	CNTNAP2	Activation	19221600
TCF4	DEFA5	Unknown	19221600
TCF4	DEFA6	Unknown	24667650
TCF4	FST	Unknown	22100912
TCF4	HECA	Repression	19671687
TCF4	JUN	Unknown	18977346
TCF4	KLF4	Unknown	21436631
TCF4	LGR5	Unknown	21519923
TCF4	MITF	Repression	21533051
TCF4	MYC	Activation	15928669;19561604;19662654;19778454
TCF4	MYC	Unknown	18429952
TCF4	NOTUM	Activation	22777675
TCF4	NRXN1	Activation	20442281
TCF4	PLD1	Activation	21132538
TCF4	PTEN	Repression	19174556
TCF4	SKP2	Unknown	19269971
TCF4	VCAN	Unknown	15940626
TCF4	VEGFA	Activation	12750294
TCF4	VIM	Activation	21436631
TCF4	WNT4	Unknown	20128911
TCF7	SNAI2	Unknown	10987283
TCF7L2	ABCB1	Unknown	20803090
TCF7L2	ACVRL1	Unknown	20331626
TCF7L2	BIRC5	Activation	24317174
TCF7L2	CTNNB1	Unknown	22951069
TCF7L2	GATA3	Unknown	15853773;22805760
TCF7L2	GLCE	Unknown	22100912
TCF7L2	HECA	Repression	24072042
TCF7L2	WWC1	Unknown	11396184
TCF7L2	PTGS2	Unknown	20128911
TCF7L2	SNAI2	Unknown	21622533
TCF7L2	STARD7	Activation	18602747
TCF7L2	STAT3	Unknown	12923186
TCFL5	CD2	Repression	15878913
TEAD1	ATP6V0A2	Activation	17909009
TEAD1	MSLN	Activation	23994529
TEAD1	NAIP	Unknown	21687713
TEAD1	PAX3	Unknown	24344135
TEAD1	SRF	Unknown	22761647
TEAD4	VEGFA	Repression	8617210
TEF	ALB	Activation	8617210
TEF	DBP	Unknown	15837525
TEF	NPPB	Unknown	7559515
TFAP2A	ACHE	Repression	10848972
TFAP2A	ADM	Unknown	10520459
TFAP2A	ADRA1A	Unknown	15037199
TFAP2A	ADRA2B	Unknown	17651731
TFAP2A	APP	Unknown	15059977
TFAP2A	BACE1	Unknown	16533807
TFAP2A	BCL2	Repression	17355223
TFAP2A	BRS3	Activation	7739559
TFAP2A	CCNB1	Unknown	15580298
TFAP2A	CD82	Activation	17224907
TFAP2A	CDH1	Activation	17224907
TFAP2A	CDH1	Repression	20805990
TFAP2A	CDKN1A	Activation	11420667
TFAP2A	CDKN1A	Repression	18955504;21084835
TFAP2A	CDKN1A	Unknown	10652362
TFAP2A	CFTR	Unknown	10648798
TFAP2A	CGA	Unknown	10648798
TFAP2A	CGB3	Unknown	10775443
TFAP2A	COL1A1	Unknown	17187826
TFAP2A	CRABP2	Activation	12408971
TFAP2A	CRX	Unknown	21556774
TFAP2A	CRYAB	Activation	10715552
TFAP2A	CSH1	Unknown	10446912
TFAP2A	CYP11A1	Unknown	11146001
TFAP2A	DBH	Unknown	22468095
TFAP2A	DCBLD2	Activation	20525283
TFAP2A	DCBLD2	Unknown	17187826
TFAP2A	ECM1	Activation	8621697
TFAP2A	EGFR	Unknown	10698518;15870067;18218085;22577344
TFAP2A	ERBB2	Unknown	1945412
TFAP2A	ETS1	Activation	20805990
TFAP2A	F2R	Unknown	7528667
TFAP2A	FAS	Unknown	22577344
TFAP2A	FOXA1	Unknown	10626815
TFAP2A	GALNT3	Unknown	2566164
TFAP2A	GAST	Unknown	10428483
TFAP2A	GPX4	Unknown	15526106
TFAP2A	GUSB	Unknown	10860846
TFAP2A	HGF	Repression	11517213
TFAP2A	HIP1	Unknown	8016102
TFAP2A	HMOX1	Unknown	8759021
TFAP2A	HOXA4	Repression	9231796
TFAP2A	HSD17B1	Repression	10419022
TFAP2A	HSD17B1	Unknown	11483245
TFAP2A	HTT	Unknown	7559606
TFAP2A	IGFBP5	Activation	7896827
TFAP2A	IMPDH2	Unknown	16260418
TFAP2A	KISS1	Activation	20805990
TFAP2A	KIT	Unknown	10704285
TFAP2A	KLF12	Repression	12024040
TFAP2A	KRT5	Activation	12077189
TFAP2A	L1CAM	Unknown	15894523
TFAP2A	LNPEP	Activation	20805990
TFAP2A	MCAM	Repression	10506168;10589685;19853299;19939245;20145123
TFAP2A	MMP2	Unknown	17224907
TFAP2A	MMP9	Activation	17224907
TFAP2A	MMP9	Repression	10563836
TFAP2A	MPG	Unknown	17621592
TFAP2A	MUC4	Repression	11418607
TFAP2A	MUC4	Unknown	9067290
TFAP2A	NME3	Activation	7794935
TFAP2A	NR3C1	Activation	2373169
TFAP2A	OAT	Unknown	17317820
TFAP2A	PLAUR	Unknown	10978529
TFAP2A	POLD2	Unknown	12269829
TFAP2A	PRKCA	Activation	18316341
TFAP2A	PTEN	Activation	16423197
TFAP2A	PTGS2	Unknown	9880562
TFAP2A	PVR	Unknown	12228234
TFAP2A	SLC19A1	Activation	14532018
TFAP2A	SNAP91	Unknown	23500038
TFAP2A	SOD2	Unknown	14644509
TFAP2A	SPRY2	Unknown	17187826
TFAP2A	SULT1E1	Activation	12364593
TFAP2A	TAF7	Activation	11146001
TFAP2A	TH	Unknown	8810321
TFAP2A	TIMP2	Unknown	9049304
TFAP2A	VEGFA	Activation	11731421
TFAP2A	VEGFA	Unknown	19325541
TFAP2B	ADIPOQ	Repression	21556774
TFAP2B	CRYAB	Activation	10640692
TFAP2B	DRD1	Unknown	10645007
TFAP2B	ERBB2	Unknown	15743775
TFAP2B	PTGDS	Activation	22371483
TFAP2C	CDKN1A	Repression	17187826
TFAP2C	CRABP2	Activation	11095974
TFAP2C	CSTA	Unknown	17187826
TFAP2C	ECM1	Activation	24023917
TFAP2C	ECM1	Unknown	10645007
TFAP2C	ERBB2	Unknown	11278455;19458056
TFAP2C	ESR1	Activation	22964634
TFAP2C	GPX1	Activation	19853299
TFAP2C	MMP2	Unknown	22878616
TFAP2C	RET	Unknown	17187826
TFAP2C	SULT1E1	Activation	19270520
TFAP4	CDKN1A	Activation	15086899
TFAP4	CLCN5	Unknown	12836278
TFAP4	IFNG	Unknown	19505873
TFAP4	MDM2	Repression	11418607
TFAP4	MUC4	Unknown	20533062
TFAP4	PPP2R2B	Repression	21228219
TFAP4	SALL2	Activation	10455131
TFCP2	A2M	Unknown	10455131
TFCP2	FGA	Unknown	16973241
TFCP2	GSK3B	Unknown	11574690
TFCP2	PAX6	Activation	20404171;21703197
TFCP2	SPP1	Activation	19902333
TFCP2	SRY	Unknown	20796026
TFCP2	TF	Activation	16973241;19622726
TFCP2	TYMS	Unknown	10455131
TFCP2	WT1	Unknown	18004979
TFCP2L1	CYP11A1	Unknown	10684646
TFDP1	CAV1	Unknown	12029633;14618416
TFDP1	CCNE1	Activation	14618416
TFDP1	CDK1	Activation	14618416
TFDP1	DHFR	Activation	14618416
TFDP1	MYBL2	Activation	22629304
TFDP1	NRIP1	Activation	14618416
TFDP1	PCNA	Activation	14618416
TFDP1	RRM1	Activation	8557038
TFDP1	TP53	Repression	14618416
TFDP1	TYMS	Activation	23212661
TFDP3	E2F1	Unknown	22482402
TFDP3	MAP1LC3B	Activation	10707962
TFEB	TYR	Unknown	10707962
TFEB	TYRP1	Unknown	17395368
TFPT	EAF1	Unknown	17395368
TFPT	EAF2	Repression	19524896
TGIF1	SERPINE1	Repression	22293114
TGIF1	SOX3	Repression	9709914
THRA	CGA	Unknown	8910619
THRA	SERPINC1	Repression	2480596
THRB	CGA	Repression	9709914
THRB	CGA	Unknown	21393444
THRB	POR	Unknown	9207209
TIAL1	PF4	Unknown	19403666
TLE3	RUNX1	Repression	18073142;18082256
TLX1	ALDH1A1	Unknown	18073142
TLX1	FHL1	Unknown	20618946
TLX1	MYC	Activation	15384172
TLX1	NR4A3	Activation	20392859
TNFAIP3	IRF7	Repression	19124729
TNFAIP3	JUN	Repression	19124729
TNFAIP3	NFKB1	Repression	24039598
TNFAIP3	NFKB1	Unknown	19124729
TNFAIP3	RELA	Repression	24039598
TNFAIP3	RELA	Unknown	24039598
TNFAIP3	SATB1	Unknown	11694881
TOB1	IL2	Repression	24327541
TOP2B	RUNX1	Activation	10029407
TP53	ABCB1	Repression	18234965
TP53	ABCB1	Unknown	14522900
TP53	AFP	Repression	12485897
TP53	AKT1	Repression	20661249
TP53	ALKBH2	Unknown	17018618
TP53	ALOX5	Unknown	20599664
TP53	ANKRD1	Unknown	11711532
TP53	ANTXR1	Unknown	11896574;15972851
TP53	APAF1	Unknown	15378026
TP53	APCS	Activation	11231003
TP53	AQP3	Unknown	12372430
TP53	ATF3	Activation	11875720
TP53	ADGRB1	Unknown	10101800;10566557;15851483;17280505;17693666;18172861;20673369;22532570;22732402;9000137
TP53	BAX	Activation	10559267;11278953;12851404;15988033;19067706;21859835
TP53	BAX	Unknown	17280505
TP53	BBC3	Activation	11572983;15988033;18755897;22763818
TP53	BBC3	Unknown	11313951;17693666;19411072;20428827;9000137
TP53	BCL2	Repression	21859835
TP53	BCL2	Unknown	9000137
TP53	BCL2L1	Activation	18172861
TP53	BCL2L1	Repression	12808109
TP53	BCL3	Repression	15632413
TP53	BDKRB2	Activation	21964930
TP53	BGLAP	Activation	17124180
TP53	BIRC5	Repression	19067706
TP53	BIRC5	Unknown	9619832
TP53	BRCA1	Repression	21742769
TP53	BRCA1	Unknown	18765668;9619832
TP53	BRCA2	Repression	16581545
TP53	BTG2	Unknown	18590053
TP53	BTG3	Unknown	9030974
TP53	BTS1	Unknown	11706030
TP53	CABLES1	Unknown	20462455
TP53	CARM1	Unknown	11278253
TP53	CASP1	Unknown	21859835
TP53	CASP3	Unknown	10684646
TP53	CAV1	Activation	17530187
TP53	CCNA1	Unknown	8270002
TP53	CCNA2	Unknown	11892838
TP53	CCNB1	Repression	12889596
TP53	CCNB2	Repression	12808109
TP53	CCND1	Repression	9736732
TP53	CD82	Activation	12889596
TP53	CDK1	Repression	19067706
TP53	CDK1	Unknown	12732645
TP53	CDK2	Repression	17530187
TP53	CDK4	Unknown	10101800;10327058;10499591;10522058;10566557;10597242;11444825;11892838;12665570;12889596;12902982;14522900;15851483;15882981;15897882;17280505;18172861;18645021;19501055;19713748;20673369;21084835;21245169;21557991;22532570;22732402;7753560;9916993
TP53	CDKN1A	Activation	15208672;16970927;17344317
TP53	CDKN1A	Repression	10559267;10910098;12007564;12420214;12851404;15509808;15539944;15856024;15988033;16103882;16434701;16540664;16557594;16581545;17996705;18225552;18755897;19067706;19954840;20036872;20190809;20531308;21858218;21900401
TP53	CDKN1A	Unknown	15988033
TP53	CDKN1B	Unknown	15016801
TP53	CHEK1	Repression	11152453
TP53	CHEK1	Unknown	10531348
TP53	CHEK2	Repression	15469934
TP53	CHUK	Repression	8389468
TP53	CKM	Activation	21556774
TP53	CRYAB	Activation	19411072
TP53	CTNNB1	Repression	10029407
TP53	CTSD	Activation	15856024
TP53	CYFIP2	Unknown	16357511
TP53	DDB1	Activation	19382146
TP53	DDB1	Repression	16357511
TP53	DDB2	Activation	12771027;12967652;15856024;15927209;22336944
TP53	DDB2	Unknown	15229249
TP53	DKK1	Unknown	20570896
TP53	DNMT1	Activation	20570896;21478913
TP53	DNMT1	Repression	18555750
TP53	DNMT1	Unknown	12890671;15611668
TP53	DUSP1	Activation	8557038
TP53	E2F1	Repression	20428827
TP53	E2F3	Repression	22802528
TP53	E2F7	Activation	10029407
TP53	EGFR	Activation	16990849
TP53	EGR1	Unknown	20805247
TP53	ELF4	Unknown	11641774
TP53	EPHA2	Activation	21655924
TP53	ESR1	Unknown	15208672
TP53	EZH2	Activation	15208672;21165554
TP53	EZH2	Repression	10101800;11313989
TP53	FAS	Activation	16317104
TP53	FAS	Unknown	12370809
TP53	FDXR	Unknown	10029407
TP53	FGF2	Repression	16432214
TP53	FLT1	Activation	1724219e
TP53	FLT1	Unknown	21518729
TP53	FOXM1	Repression	19299143
TP53	FOXO3	Unknown	19139068
TP53	FRMD5	Unknown	12364590
TP53	FUS	Unknown	10566557
TP53	GADD45A	Activation	17344317;18350249
TP53	GADD45A	Repression	10327059;12007564;15031557;16581545;18225552
TP53	GADD45A	Unknown	8642300
TP53	GC	Unknown	10618379
TP53	GDF15	Activation	10777512
TP53	GDF15	Unknown	18813803
TP53	GLI2	Unknown	10717525
TP53	GML	Activation	15684612
TP53	GPNMB	Unknown	18505928
TP53	GSTP1	Activation	11740489
TP53	HIPK2	Activation	16895524
TP53	HNF4A	Repression	11127813
TP53	HRAS	Unknown	20180806
TP53	HSF1	Unknown	15284248
TP53	HSP90AB1	Repression	16557594
TP53	ID1	Unknown	16557594
TP53	ID2	Unknown	12360408
TP53	IER3	Unknown	18974396
TP53	IFI16	Activation	11146555
TP53	IFI16	Unknown	12444079;17097318
TP53	IGF1R	Repression	11001824;17600529
TP53	IGF1R	Unknown	10101800
TP53	IGFBP3	Activation	16465410
TP53	ING1	Unknown	22284678
TP53	IPO7	Repression	23202365
